expression,conc,n_words
age of consent,0.275,3
age of enlightenment,0.2,3
age of judgment,0.22727272727272718,3
age of reason,0.25,3
age pension,0.65,2
age range,0.5,2
agency pricing,0.65,2
agenda item,0.9587121212121212,2
agent general,0.55,2
agent orange,0.575,2
agent provocateur,0.55,2
agentive role,0.275,2
agents provocateurs,0.6153846153846154,2
agglutination test,0.625,2
aggravated assault,0.675,2
aggravated burglary,0.8,2
agonize over,0.375,2
agony aunt,0.35,2
agony box,0.35,2
agony column,0.44999999999999996,2
agrarian revolution,0.35,2
agree on,0.375,2
agree to,0.55,2
agree to differ,0.25,3
agree to disagree,0.2954545454545454,3
agree with,0.6136363636363636,2
agreed upon,0.2,2
agreement in principle,0.125,3
agricultural agent,0.65,2
agricultural company,0.8,2
agricultural labourer,0.875,2
agriculture department,0.55,2
aha moment,0.15909090909090912,2
ahead of,0.38636363636363635,2
ahead of one's time,0.275,4
ahead of the curve,0.22499999999999998,4
ahead of the game,0.32499999999999996,4
ahead of the pack,0.4,4
ahead of time,0.34090909090909105,3
ahead of your time,0.125,4
aid agency,0.725,2
aid and abet,0.25,3
aid climbing,0.65,2
aid money,0.5681818181818182,2
aid package,0.4545454545454546,2
aid station,0.825,2
aid worker,0.625,2
aide-mémoire,0.42500000000000004,1
aided awareness,0.375,2
aiding and abetting,0.35416666666666663,3
aids baby,0.590909090909091,2
aids vaccine,0.725,2
aids virus,0.6818181818181818,2
aim at,0.35,2
aim down,0.575,2
aim for,0.2,2
aim for the stars,0.175,4
aim to,0.2,2
aimed at,0.30000000000000004,2
ain't half-bad,0.375,2
ain't my first rodeo,0.32499999999999996,4
ain't over till the fat lady sings,0.22499999999999998,7
aioli sauce,0.8636363636363635,2
air alert,0.6136363636363636,2
air ambulance,0.725,2
air attack,0.36742424242424243,2
air bag,0.5757575757575757,2
air ball,0.75,2
air base,0.6511363636363636,2
air bed,0.95,2
air bladder,0.8500000000000001,2
air blower,0.825,2
air brake,0.7,2
air bubble,0.8500000000000001,2
air carrier,0.8409090909090908,2
air castle,0.32499999999999996,2
air cell,0.65,2
air chamber,0.75,2
air chief marshal,0.825,3
air cleaner,0.7749999999999999,2
air combat command,0.725,3
air commodore,0.575,2
air compressor,0.8999999999999999,2
air con,0.7678571428571428,2
air conditioned,0.725,2
air conditioner,0.5299242424242424,2
air conditioning,0.8888888888888888,2
air cooler,0.8181818181818181,2
air corps,0.7884615384615385,2
air corridor,0.725,2
air cover,0.75,2
air crew,0.4703282828282828,2
air current,0.55,2
air cushion,0.725,2
air defense,0.44999999999999996,2
air division,0.42500000000000004,2
air drop,0.6363636363636364,2
air duct,0.8999999999999999,2
air filter,0.8371212121212122,2
air flow,0.33952020202020206,2
air force,0.5525252525252525,2
air force intelligence surveillance and reconnaissance,0.5227272727272727,6
air force one,0.7749999999999999,3
air freshener,0.31780303030303025,2
air gas,0.575,2
air guitar,0.675,2
air guitarist,0.8500000000000001,2
air gun,0.7727272727272727,2
air gun pellet,0.7749999999999999,3
air hammer,0.609375,2
air hockey table,1.0,3
air hole,0.75,2
air horn,0.8500000000000001,2
air hose,0.8863636363636365,2
air hostess,0.6205808080808081,2
air intake,0.5454545454545454,2
air jacket,0.725,2
air kiss,0.590909090909091,2
air lane,0.7,2
air letter,0.575,2
air level,0.484375,2
air lift,0.825,2
air lock,0.675,2
air mail,0.75,2
air marshal,0.8181818181818181,2
air mask,0.8863636363636365,2
air mass,0.625,2
air mattress,0.9121212121212121,2
air medal,0.590909090909091,2
air mile,0.65,2
air miles,0.5,2
air out,0.42500000000000004,2
air passage,0.659090909090909,2
air pistol,0.825,2
air plant,0.725,2
air pocket,0.75,2
air pollution,0.9073232323232324,2
air potato,0.55,2
air power,0.5,2
air pressure,0.42550505050505055,2
air pump,0.8053030303030303,2
air quality,0.675,2
air quotes,0.25,2
air raid,0.8,2
air resistance,0.5454545454545454,2
air ride,0.675,2
air rifle,0.5178030303030303,2
air sac,0.575,2
air scooter,0.65,2
air shaft,0.8232323232323232,2
air show,0.825,2
air sick,0.65,2
air sickness,0.675,2
air sock,0.575,2
air space,0.6570707070707071,2
air speed,0.32499999999999996,2
air spring,0.6,2
air station,0.75,2
air stewardess,0.8,2
air stream,0.5833333333333333,2
air strike,0.8409090909090908,2
air support,0.6363636363636364,2
air tank,0.8999999999999999,2
air terminal,0.675,2
air time,0.44999999999999996,2
air traffic,0.825,2
air traffic control,0.6666666666666666,3
air traffic controller,0.95,3
air transport,0.9208333333333334,2
air travel,0.6438131313131312,2
air traveler,0.675,2
air traveller,0.75,2
air vent,0.9545454545454546,2
air vice-marshal,0.8,2
air wave,0.4772727272727273,2
air waves,0.4,2
air well,0.5681818181818182,2
air your dirty laundry in public,0.32499999999999996,6
air your dirty linen in public,0.275,6
air-conditioned,0.7,1
air-raid shelter,0.8500000000000001,2
air-sea rescue,0.640625,2
air-to-air missile,0.7045454545454544,2
air-to-ground missile,0.8409090909090908,2
air-to-surface missile,0.725,2
aircraft carrier,0.9647727272727273,2
aircraft engine,0.95,2
aircraft landing,0.7,2
aircraft propeller,0.8409090909090908,2
airing cupboard,0.625,2
airline business,0.7272727272727273,2
airline industry,0.725,2
airmail letter,0.8181818181818181,2
airplane maneuver,0.7,2
airplane pilot,0.875,2
airplane propeller,1.0,2
airplane ticket,0.95,2
airport fiction,0.375,2
airport novel,0.659090909090909,2
airport tax,0.55,2
airport terminal,0.9448232323232324,2
airs and graces,0.2,3
airspeed indicator,0.8500000000000001,2
airy fairy,0.16666666666666669,2
aisle seat,0.925,2
al dente,0.6875,2
al fresco,0.4772727272727273,2
aladdin's cave,0.525,2
alarm bell,0.825,2
alarm bells start to ring,0.5,5
alarm call,0.725,2
alarm clock,0.20707070707070707,2
alarm system,0.8088235294117647,2
alas and alack,0.275,3
alaska king crab,0.925,3
albatross around one's neck,0.04999999999999999,4
albatross round one's neck,0.275,4
albert hall,0.875,2
alcohol abuse,0.5208333333333333,2
alcohol addiction,0.55,2
alcohol poisoning,0.8,2
alcohol radical,0.5208333333333333,2
alcohol thermometer,0.9545454545454546,2
alcoholic abuse,0.625,2
alcoholic beverage,0.8999999999999999,2
alcoholic drink,0.8999999999999999,2
alcoholic drinks,0.8500000000000001,2
alcoholics anonymous,0.675,2
aldaric acid,0.7727272727272727,2
alder tree,0.825,2
ale drinker,0.8,2
alendronic acid,0.8999999999999999,2
aleutian islands,0.9090909090909092,2
alexander technique,0.575,2
alfalfa sprouts,0.9583333333333333,2
algal bloom,0.890625,2
algarroba bean,0.7749999999999999,2
algebraic number,0.65,2
algorithm error,0.5454545454545454,2
ali baba,0.4,2
alice in wonderland,0.7,3
alight on,0.36363636363636365,2
alight upon,0.392857142857143,2
alignment diagram,0.7954545454545454,2
alike as two peas in a pod,0.44999999999999996,7
alimentary canal,0.7272727272727273,2
alimentary tract,0.5833333333333333,2
aliterate person,0.35,2
alive and kicking,0.55,3
alive with,0.18333333333333335,2
alkali metal,0.825,2
alkaline earth metal,0.7727272727272727,3
alkanium ion,0.8500000000000001,2
alkyl group,0.525,2
all aboard,0.525,2
all about,0.32499999999999996,2
all agog,0.29166666666666663,2
all along,0.27070707070707073,2
all and sundry,0.175,3
all around,0.4,2
all arounder,0.2727272727272727,2
all at once,0.34090909090909105,3
all at sea,0.4,3
all bark and no bite,0.07500000000000001,5
all bets are off,0.35,4
all better,0.35,2
all blacks,0.4,2
all brawn and no brain,0.2727272727272727,5
all but,0.22499999999999998,2
all by herself,0.4,3
all by himself,0.7,3
all by itself,0.625,3
all by myself,0.375,3
all by ourselves,0.2727272727272727,3
all by themselves,0.475,3
all by yourself,0.44999999999999996,3
all by yourselves,0.5,3
all caps,0.55,2
all cats are gray at night,0.175,6
all clear,0.25,2
all comers,0.35,2
all correct,0.5,2
all day long,0.4,3
all downhill,0.175,2
all dressed up and nowhere to go,0.15000000000000002,7
all ears,0.15000000000000002,2
all eyes,0.375,2
all eyes and ears,0.3125,4
all fingers and thumbs,0.5454545454545454,4
all fools' day,0.275,3
all for,0.25,2
all for the best,0.30000000000000004,4
all fours,0.42500000000000004,2
all fur coat and no knickers,0.475,6
all get out,0.35,3
all get-out,0.125,2
all goes well,0.2763157894736842,3
all gone,0.5,2
all good things come to he who waits,0.175,8
all good things must come to an end,0.20454545454545447,8
all greek to me,0.109375,4
all hallows' day,0.275,3
all hands on deck,0.30000000000000004,4
all hat and no cattle,0.125,5
all hell breaks loose,0.32499999999999996,4
all his geese are swans,0.32499999999999996,5
all hollow,0.32499999999999996,2
all important,0.14705882352941174,2
all in,0.3775252525252526,2
all in a day's work,0.44999999999999996,5
all in a matter of,0.20454545454545447,5
all in all,0.25,3
all in good time,0.125,4
all in one,0.275,3
all in the same boat,0.25,5
all inclusive,0.33333333333333337,2
all intents and purposes,0.2,4
all is grist that comes to the mill,0.175,8
all is well that ends well,0.34090909090909105,6
all it's cracked up to be,0.125,6
all jokes aside,0.09999999999999998,3
all joking aside,0.175,3
all kidding aside,0.22499999999999998,3
all kinds of,0.18181818181818182,3
all mouth and no trousers,0.375,5
all nations,0.6,2
all of a sudden,0.275,4
all of the above,0.4,4
all one's eggs in one basket,0.23529411764705888,6
all one's life's worth,0.30000000000000004,4
all or none,0.375,3
all or nothing,0.30000000000000004,3
all out,0.25,2
all over,0.47916666666666663,2
all over again,0.4,3
all over bar the shouting,0.34090909090909105,5
all over but the shouting,0.25,5
all over hell's half acre,0.11363636363636365,5
all over the board,0.3125,4
all over the map,0.22499999999999998,4
all over the place,0.25,4
all over with,0.44999999999999996,3
all present and accounted for,0.42500000000000004,5
all present and correct,0.171875,4
all publicity is good publicity,0.175,5
all right,0.34090909090909105,2
all rights reserved,0.55,3
all riled up,0.11363636363636365,3
all roads lead to rome,0.15000000000000002,5
all round,0.328125,2
all saints' day,0.275,3
all set,0.25,2
all shapes and sizes,0.25,4
all shook up,0.275,3
all show,0.41666666666666663,2
"all singing, all dancing",0.2857142857142857,4
all sizzle and no steak,0.25,5
all skin and bone,0.575,4
all sorts of,0.32499999999999996,3
all souls' day,0.22499999999999998,3
all spruced up,0.2,3
all sweetness and light,0.2,4
all systems go,0.36363636363636365,3
all talk and no action,0.15000000000000002,5
all talk and no cider,0.32499999999999996,5
all teed up,0.175,3
all that,0.22499999999999998,2
all that glisters is not gold,0.04999999999999999,6
all that glitters is not gold,0.09999999999999998,6
all that jazz,0.2,3
all the better for,0.31818181818181823,4
all the better for something,0.35,5
all the livelong day,0.15000000000000002,4
all the marbles,0.4,3
all the rage,0.375,3
all the same,0.4,3
all the time,0.34090909090909105,3
all the way,0.475,3
all the world loves a lover,0.15000000000000002,6
all the world's a stage,0.11363636363636365,5
all things being equal,0.275,4
all things come to those that wait,0.2,7
all things come to those who wait,0.13461538461538458,7
all things considered,0.30000000000000004,3
all things must pass,0.22499999999999998,4
all things to all people,0.09999999999999998,5
all thumbs,0.30000000000000004,2
all to smash,0.35,3
all together,0.375,2
all together now,0.6,3
all told,0.125,2
all too,0.125,2
all up with,0.36363636363636365,3
all very well,0.375,3
all washed up,0.32499999999999996,3
all wet,0.825,2
all wool and a yard wide,0.09999999999999998,6
all work and no play makes jack a dull boy,0.21666666666666667,10
all worked up,0.34090909090909105,3
all y'all,0.5,2
all y'all's,0.38636363636363635,2
all year round,0.4,3
all you can eat,0.35,4
all you need is love,0.275,5
all your base are belong to us,0.22499999999999998,7
all your eggs in one basket,0.2954545454545454,6
all-american,0.22727272727272718,1
all-around,0.375,1
all-clear,0.5,1
all-day sucker,0.475,2
all-inclusive,0.525,1
all-out,0.30000000000000004,1
all-over oneself,0.275,2
all-points bulletin,0.5,2
all-purpose flour,0.925,2
all-singing all-dancing,0.44999999999999996,2
all-star,0.2727272727272727,1
all-star game,0.65,2
all-terrain bike,0.8999999999999999,2
all-terrain board,0.5,2
all-terrain vehicle,0.8999999999999999,2
all-wheel drive,0.659090909090909,2
all's fair in love and war,0.175,6
all's for the best in the best of all possible worlds,0.25,11
all's well that ends well,0.25,5
allemande sauce,0.75,2
allen ginsberg,0.875,2
allen screw,0.8999999999999999,2
allergic reaction,0.7,2
alley cat,0.825,2
alley oop,0.22727272727272718,2
alligator clip,0.8999999999999999,2
alligator pear,0.5681818181818182,2
alligator snapper,0.875,2
alligator wrench,0.875,2
allocation of resources,0.4852941176470589,3
allocation unit,0.42500000000000004,2
allow for,0.8083333333333333,2
allow in,0.22499999999999998,2
allow of,0.2,2
alloy cast iron,0.8999999999999999,3
alloy iron,0.8970588235294117,2
alloy steel,0.825,2
alloying element,0.575,2
allude to,0.2,2
alluvial plain,0.8500000000000001,2
alluvial soil,0.75,2
ally with,0.525,2
allyl group,0.6,2
alma mater,0.5588235294117647,2
almighty dollar,0.32499999999999996,2
almond cake,1.0,2
almond cookie,0.875,2
almond extract,0.875,2
almond milk,0.8970588235294117,2
almond oil,0.825,2
almond paste,0.95,2
almond tree,0.9545454545454546,2
almost too good to be true,0.04999999999999999,6
alms box,0.675,2
alms dish,0.725,2
aloe vera,0.8875,2
aloha shirt,0.8500000000000001,2
alone in a crowd,0.475,4
along about,0.2,2
along for the ride,0.30000000000000004,4
along in years,0.2954545454545454,3
along the building,0.44999999999999996,3
along the lines,0.5,3
along the lines of,0.35,4
along the wall,0.43181818181818177,3
along those lines,0.25,3
along with,0.2,2
alpha and omega,0.4,3
alpha blocker,0.4545454545454546,2
alpha geek,0.525,2
alpha male,0.32499999999999996,2
alpha mom,0.44999999999999996,2
alpha particle,0.5625,2
alpha ray,0.55,2
alpha rays,0.6136363636363636,2
alpha receptor,0.75,2
alpha test,0.4,2
alpha version,0.35,2
alpha wave,0.590909090909091,2
alphabet soup,0.8500000000000001,2
alphabetic character,0.7954545454545454,2
alphabetic writing,0.8,2
alphabetical order,0.65,2
alphanumeric display,0.7727272727272727,2
alpine ash,0.8409090909090908,2
alpine hat,0.8500000000000001,2
alpine lift,0.875,2
alpine plant,0.8823529411764706,2
alpine sunflower,0.825,2
also known as,0.30000000000000004,3
also-ran,0.25,1
alt key,0.75,2
altar boy,0.882449494949495,2
altar cloth,0.7,2
altar screen,0.55,2
altar wine,0.8,2
alter ego,0.9109848484848485,2
alternate angle,0.55,2
alternate universe,0.40909090909090895,2
alternating current,0.6363636363636364,2
alternating electric current,0.5681818181818182,3
alternating function,0.34090909090909105,2
alternative birthing,0.6,2
alternative country,0.5,2
alternative fuel,0.625,2
alternative hypothesis,0.4,2
alternative lifestyle,0.42500000000000004,2
alternative medicine,0.475,2
altitude sickness,0.590909090909091,2
alto saxophone,0.8181818181818181,2
aluminium bronze,0.825,2
aluminium foil,0.9318181818181821,2
aluminium oxide,0.875,2
aluminum foil,0.9273989898989898,2
aluminum shower,0.7291666666666666,2
aluminum smelter,0.8235294117647058,2
"always a bridesmaid, never a bride",0.42500000000000004,6
always in style,0.30000000000000004,3
"always the bridesmaid, never the bride",0.32499999999999996,6
alzheimer disease,0.725,2
alzheimer's disease,0.659090909090909,2
am i right or am i right,0.33333333333333326,7
amateur dramatic,0.30000000000000004,2
amateur dramatics,0.36363636363636365,2
amateur hour,0.4772727272727273,2
amateur photographer,0.725,2
amazon lily,0.9090909090909092,2
amazon river,0.9090909090909092,2
